ISBN,Author,Publisher,Dewey,LC,Title,Number of Pages,Publish Place,Subject Place,Subject,Publish Date
1840680733,Mark Manning,Creation Books,nan,nan,Fucked by Rock + CD,205,nan,0,0,2001
1401300464,Alexandra Robbins,Hyperion,nan,nan,Pledged,380,nan,17.5,39.06666666666667,2004
1569317143,Junji Ito,Viz communications,nan,nan,Uzumaki,202,nan,0,167.0,1998
1591160332,Junji Ito,VIZ Media LLC,nan,nan,"Uzumaki, Volume 2",208,nan,0,167.0,2002
1591160480,Junji Ito,VIZ Media LLC,nan,nan,"Uzumaki, Volume 3",208,nan,0,56.333333333333336,2002
1891830430,Craig Thompson,Top Shelf,741.5/973,PN6727.T48 B58 2003,Blankets,582,"Marietta, Ga",0,58.8,2003
1852426020,Kenzaburo Oe,Serpents Tail,nan,nan,Silent Cry (Five Star),274,nan,0,0,1998
3100552067,Kenzaburo Oe,"Fischer (S.), Frankfurt",nan,nan,Grüner Baum in Flammen. Erster Band einer Romantrilogie.,347,nan,0,0,2000
1843540789,Kenzaburo Oe,Atlantic Books,nan,nan,"Rouse Up, O Young Men of the New Age",272,nan,0,0.0,2003
1593075294,Hiroki Endo,Dark Horse,nan,nan,Eden: It's An Endless World! Volume 3 (Eden: It's an Endless World!),224,nan,0,167.0,2006
019280197X,Peter Singer,"Oxford University Press, USA",nan,nan,Hegel,160,nan,0,201.0,2001
3596133319,Thomas Brussig,Fischer Taschenbuch Verlag,nan,nan,Helden wie wir,322,Frankfurt am Main,0,0,1998
3551552711,nan,Carlsen,nan,nan,"Mein Urgroßvater, die Helden und ich. ( Ab 8 J. und zum Vorlesen).",250,nan,0,0,2002
006440336X,Laurence Yep,HarperTrophy,[Fic],nan,Child of the owl,217,New York,23.666666666666668,47.57142857142857,1990
081673030X,Laurence Yep,Bridgewater Press,398.25,PZ8.1.Y37 Man 1993,The man who tricked a ghost,nan,"Mahwah, N.J",6.0,100.5,1993
078693137X,Richard A. Knaak,Wizards of the Coast,nan,CPB Box no. 2280 vol. 1,The legend of Huma,379,"Renton, WA",0,56.0,2004
1400096464,George MacDonald Fraser,Anchor,nan,nan,Flashman on the March (Flashman Papers),352,nan,0,0,2006
159582071X,Kei Ōishi,DH Press,895.6/36,PL835.I84 J8613 2006,Ju-on,235,"Milwaukie, OR",0,69.33333333333333,2006
1572244259,Steven C. Hayes,New Harbinger Publications,nan,nan,Get out of your mind and into your life: The new acceptance & commitment therapy,206,"Oakland, CA",0,0.0,nan
1598163183,Satosumi Takaguchi,Blu,nan,nan,Shout Out Loud! Volume 3,190,nan,0,0,2006
1400078377,Natsuo Kirino,Vintage International,nan,PL855.I566 O8713 2005,Out,400,New York,1.0,67.16666666666667,2005
2268042618,nan,Editions Du Rocher,nan,nan,Disparitions,450,nan,0,0,2002
3442309174,Natsuo Kirino,Goldmann,nan,nan,Die Umarmung des Todes.,608,nan,0,0,2003
2207249107,Marilyn Manson,Denoël,nan,nan,"Mémoires de l'Enfer, Marilyn Manson et Neil Strauss",269,nan,0,0,2000
1417499737,Rick Warren,Vida,nan,nan,Una Vida Con Proposito {40 Weeks Of Purpose Vol 6 Book ,56,nan,0,0,2005
3442448239,Nicholas Evans,Goldmann,nan,nan,Der Pferdeflüsterer. Sonderausgabe.,nan,nan,0,0,2000
3570003191,nan,"Bertelsmann Verlag GmbH (Belletristik, Kinder- u. Jugendbuch) Sachbuch",nan,nan,Feuerspringer.,476,nan,0,0,2002
089281800X,John Perkins,Destiny Books,nan,nan,Psychonavigation,144,nan,0,0,1999
1557047413,Mira Nair,Newmarket Press,791.43/72,PN1997.2.N36 N35 2006,The namesake,143,New York,1.5,5.75,2006
1419339575,nan,RB Large Print,nan,nan,The Glass Castle,nan,nan,0,0,2005
1557283303,Jimmy Carter,University of Arkansas Press,973.926/092,E873 .A3 1995,Keeping faith,633,"Fayetteville, AR",11.666666666666666,44.15384615384615,1995
8497934393,Sylvia Nasar,nan,nan,nan,Una Mente Prodigiosa / A Beautiful Mind,619,nan,0,0,nan
2211032389,nan,L'Ecole des loisirs,nan,nan,La Couronne d'argent,231,nan,0,0,1987
1416939210,Robert C. O'Brien,Simon Pulse,nan,MLCS 2011/42823 (P),Z for Zachariah,249,New York,35.0,84.85714285714286,2007
080501604X,Erich Fromm,H. Holt,155.2/32,BF575.A3 F77 1992,The anatomy of human destructiveness,576,New York,0,47.0,1992
074329033X,Laura Esquivel,Atria Books,863/.64,PQ7298.15.S638 M3513 2006,Malinche,191,New York,3.0,65.5,2006
8497936205,Laura Esquivel,nan,nan,nan,El Libro De Las Emociones / The Book of Emotions,144,nan,0,0,nan
1578067324,Joseph Leo Blotner,University Press of Mississippi,813/.52,PS3511.A86 Z63 2005,Faulkner,778,Jackson,1.0,0.2,2005
1575668548,Michael Craft,Kensington,nan,nan,Flight Dreams (Mark Manning Mystery),230,nan,0,0,2000
1575664259,Michael Craft,Kensington,nan,nan,Eye Contact (A Mark Manning Mystery),352,nan,0,0,1999
1575665549,Michael Craft,Kensington Books,nan,nan,Body language,273,New York,3.0,29.5,2000
039541685X,nan,Mariner Books,nan,nan,The Second World War (Six Volume Boxed Set),4736,nan,0,0,1986
1566477883,Richard Bermann,Mutual Pub Co,nan,nan,Robert Louis Stevenson in Samoa,60,nan,0,0,2006
8479019395,nan,Alfaguara,nan,nan,Amarse Con Los Ojos Abiertos/to Love With Eyes Wide Open (Integral),237,nan,0,0,2003
007146235X,nan,McGraw-Hill,nan,nan,"McGraw-Hill's SAT I, Second edition (McGraw-Hill's SAT I)",880,nan,0,0,2005
026257103X,Eleanor J. Gibson,The MIT Press,nan,nan,"An Odyssey in Learning and Perception (Learning, Development, and Conceptual Change)",656,nan,0,0,1994
1853993581,P. Cornelius Tacitus,Bristol Classical,nan,nan,"Annals, Book I",261,London,1.0,85.0,1992
1928832431,Thomas Aquinas,Sophia Institute Press,nan,nan,Aquinas's Shorter Summa,432,nan,0,167.0,2001
349175710X,Isaac Bashevis Singer,Patmos,nan,nan,Der Golem.,80,nan,0,0,2001
1931082634,Isaac Bashevis Singer,Library of America,839/.133,PJ5129.S49 A2 2004,Collected stories,nan,New York,0,41.35294117647059,2004
1931082618,Isaac Bashevis Singer,Library of America,nan,PJ5129.S49 A2 2004a,Collected stories,789,New York,0,41.35294117647059,2004
1595550550,William J. Bennett,Nelson Current,973,E178 .B46 2006,America,nan,"Nashville, Tenn",35.0,161.75,2006
1570627487,Miyamoto Musashi,Shambhala,nan,nan,The Book of Five Rings,133,nan,0,0.0,2000
1590302486,Miyamoto Musashi,Shambhala,nan,nan,The Book of Five Rings,192,nan,0,0.125,2005
1932234292,Kōji Suzuki,Vertical,nan,PL861.U92716 B3713 2006,Birthday,216,"New York, N.Y",0,0.0,2006
4770028016,Miyamoto Musashi,Kodansha International,nan,nan,The Book of Five Rings,160,nan,0,0.125,2002
1569708843,Satoru Kannagi,Digital Manga Pub.,741.5/952,PN6790.J34 K8713 2006,The ring finger falls silent,nan,"Los Angeles, Calif",0,0,2006
1569708851,Satoru Kannagi,Digital Manga Pub.,741.5/952,PZ49.31 .K2743613 2006,The left hand dreams of him,nan,"Los Angeles, Calif",0,0,2006
1579905080,Robert W. Ebendorf,Lark Books,nan,nan,1000 Rings,420,nan,0,167.0,2004
078685510X,Laura Godwin,Hyperion Books for Children,nan,MLCS 2006/45740 (P),The ring bearer,nan,New York,0,82.0,2006
1594720355,nan,AEG,nan,nan,Legend Of The Five Rings,304,nan,0,0.0,2005
1400051738,Diane Haeger,Three Rivers Press,813/.54,PS3558.A32125 R83 2005,The ruby ring,372,New York,0.0,36.72727272727273,2005
1569709041,Satoru Kannagi,Digital Manga Pub.,741.5/952,PN6790.J34 S6613 2006,Only the ring finger knows.,172,"Los Angeles, Calif",1.0,71.0,2006
1569709807,nan,Digital Manga Publishing,nan,nan,Only the Ring Finger Knows (Yaoi),208,nan,0,0,2004
1593070543,nan,Digital Manga,nan,nan,The Ring.,nan,Milwaukie,0,0,1998
1595329145,Minetarō Mochizuki,Tokyopop,nan,PN6790.J34 D66513 2006,Dragon head,219,"Los Angeles, CA",1.0,22.75,2006
1421509571,Kazuo Umezu,VIZ Media LLC,nan,nan,"The Drifting Classroom, Volume 5",188,nan,0,0.0,2007
1421507226,Kazuo Umezu,Viz Media,741.5/952,nan,The drifting classroom.,186,"San Francisco, CA",1.0,41.75,2006
142150958X,Kazuo Umezu,VIZ Media LLC,nan,nan,"The Drifting Classroom, Volume 6",192,nan,0,0.0,2007
1421509598,Kazuo Umezu,VIZ Media LLC,nan,nan,"The Drifting Classroom, Volume 7",192,nan,0,0.0,2007
1421507234,Kazuo Umezu,nan,741.5/952,nan,The drifting classroom.,188,"San Francisco, CA : Viz Media",1.0,41.75,2006
1421509563,Kazuo Umezu,nan,741.5/952,nan,The drifting classroom.,188,"San Francisco, CA : Viz Media",1.0,41.75,2007
9119030320,Jan Guillou,Norstedts,nan,PT9876.17.U38 V45 1991,Vendetta,477,Stockholm,3.0,0,1991
9164200035,Jan Guillou,Piratförl.,nan,PT9876.17.U38 A78 2001,Arvet efter Arn,424,"Stockholm, Sweden",0,0,2001
911811332X,Jan Guillou,Norstedt,nan,MLCS 81/2426,Ondskan,284,Stockholm,0,0,1981
1591810086,Huston Smith,Sentient Publications,nan,nan,Cleansing the Doors of Perception,173,nan,0,0.0,2003
031242230X,Hermann Hesse,Picador,nan,nan,Beneath the Wheel,192,nan,4.0,112.6,2003
1598160125,Yuki Shimizu,BLU,nan,nan,Love Mode,184,nan,0,0,2006
1598160109,Yuki Shimizu,Blu,nan,nan,Love Mode 1 (Yaoi) (Love Mode),215,nan,0,0,2005
1598160141,Yuki Shimizu,Blu,nan,nan,LOVE MODE Volume 5,192,nan,0,0,2007
1598160117,Yuki Shimizu,Blu,nan,nan,"Love Mode, Vol. 2 (Love Mode)",161,nan,0,0,2006
159816015X,Yuki Shimizu,Blu,nan,nan,LOVE MODE Volume 6,192,nan,0,0,2007
1406506583,Honoré de Balzac,Dodo Press,nan,nan,Lost Illusions,656,nan,12.0,32.35,2006
2868050131,Honoré de Balzac,Findakly,nan,nan,Le Chef-d'Âuvre inconnu ,59,nan,0,0,1998
1584230703,Marshall McLuhan,Gingko Press,302.23,nan,The medium is the massage,159,"Corte Madera, Calif",0,14.333333333333334,2001
1584230738,Marshall McLuhan,Gingko Press,302.23,P90 .M26 2003,Understanding media,611,"Corte Madera, CA",0,43.23076923076923,2003
1559211563,Pearl S. Buck,Moyer Bell,813/.52,PS3503.U198 K5 1995,Kinfolk,406,"Wakefield, R.I",22.0,112.6,1995
1559210400,Pearl S. Buck,Moyer Bell Ltd.,813/.52,PS3503.U198 T56 1991,Three daughters of Madame Liang,315,"Mount Kisco, N.Y",6.0,12.75,1991
1559210915,Pearl S. Buck,Moyer Bell,813/.52,PS3503.U198 M6 1993,The mother,302,"Wakefield, R.I",0,67.0,1993
3453190149,Bret Easton Ellis,Heyne,nan,nan,Glamorama.,827,nan,0,40.5,2001
3462028588,Bret Easton Ellis,Kiepenheuer & Witsch,nan,nan,Unter Null.,188,nan,0,0,1999
2264031913,Bret Easton Ellis,Editions 10/18,nan,nan,Glamorama,536,nan,0,40.5,2001
8440631464,Jay MC Inerney,Ediciones B,nan,nan,A Media Luz,nan,nan,0,0,1994
8440666950,Jay MC Inerney,Ediciones B,nan,nan,El Ultimo de Los Savage,nan,nan,0,0,1997
8435013162,Jay McInerney,Edhasa,nan,nan,"Luces De Neon/Bright Lights, Big City",nan,nan,0,0,1986
037328523X,Nora Roberts,Silhouette,nan,nan,The MacGregors: Alan & Grant,464,nan,0,402.0,2006
1401204589,Brad Meltzer,DC Comics,nan,nan,Identity Crisis (DC Comics),258,nan,0,0,2006
1401204511,Kurt Busiek,DC Comics,741.5/973,PN6728.S9 B87 2005,Superman,206,"New York, N.Y",0,55.666666666666664,2005
1400078393,Martin E. Seligman,Vintage,nan,nan,Learned Optimism,336,nan,0,0.5454545454545454,2006
1844132390,Viktor E. Frankl,Rider,nan,nan,Man's Search for Meaning,160,"London, England",2.0,5.96875,2004
8120818946,Paramahansa Yogananda,"Motilal Banarsidass,India",nan,nan,Autobiography of a Yogi,516,nan,0,167.0,2002
1584794941,Sophie Braimbridge,"""Stewart, Tabori and Chang""",nan,nan,Healthy Cooking for IBS,144,nan,0,0.09090909090909091,2006
1569471037,Janwillem van de Wetering,Soho Press,813/.54,PS3572.A4292 R37 1997,The rattle-rat,293,New York,0.3333333333333333,76.0,1997
156947124X,Janwillem van de Wetering,Soho Press,823/.914,PT5838.G9 Z94 1998,Robert van Gulik,149,"New York, NY",0.0,0.16666666666666666,1998
1591162068,Chiho Saito,"Viz, LLC",nan,nan,Revolutionary Girl Utena.,187,"San Francisco, CA",0,34.4,2004
1591162076,Chiho Saito,"Viz, LLC",nan,nan,Revolutionary Girl Utena.,177,"San Francisco, CA",0,34.4,2004
1591160685,Chiho Saito,"Viz, LLC",nan,nan,Revolutionary Girl Utena.,182,"San Francisco, CA",0,34.4,2003
1591161452,Chiho Saito,"Viz, LLC",nan,nan,Revolutionary Girl Utena.,161,"San Francisco, CA",0,34.4,2004
014044520X,Plotinus,Penguin,186/.4,B693.E59 E5 1991,The enneads,558,"London, England",0.0,19.620689655172413,1991
8483064650,Frances Stonor Saunders,Debate,nan,nan,La CIA Y La Guerra Fria Cultural/ Who Paid the Piper? the CIA and the Cultural Cold War (Temas De Debate / Debate Subjects),640,nan,0,0,2001
1565846648,Frances Stonor Saunders,New Press,nan,nan,The Cultural Cold War,528,nan,35.0,21.40909090909091,2001
063502389X,Carole Marsh,Gallopade International,nan,nan,"The Mystery in the Rocky Mountains (Real Kids, Real Places)",145,nan,0,167.0,2004
076155548X,Peter Olafson,Prima Games,793.93/2,GV1469.22 .O43 2006a,"The elder scrolls IV, Oblivion",430,"Roseville, CA",0,0.0,2006
1593979746,Warren Bennis,Audio Renaissance,nan,nan,The Power of Truth,nan,nan,0,0,2006
055380491X,Daniel Goleman,Bantam,nan,nan,Emotional Intelligence,358,nan,0,0.2857142857142857,2006
1590300106,Daniel Goleman,Shambhala,294.3/378321,BQ4570.M4 H43 2003,Healing emotions,277,Boston,0,0.25,2003
342670210X,Elizabeth A. Lynn,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co.",nan,nan,Die Türme von Tornor 1. Die Winterfestung.,nan,nan,0,0,2000
3426702118,Elizabeth A. Lynn,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co.",nan,nan,Die Türme von Tornor 02. Der Rat der Hexer.,nan,nan,0,0,2001
3426702126,Elizabeth A. Lynn,Droemer Knaur,nan,nan,Die Türme von Tornor 3. Die Träumer von Kendra.,nan,nan,0,0,2001
1844450937,George Moore,Learning Matters,nan,nan,Primary English,218,nan,0,0,2007
3787307672,Georg Wilhelm Friedrich Hegel,F. Meiner,nan,B2942 .A3 1990,Wissenschaft der Logik,nan,Hamburg,0,32.2,1990
142151379X,Hiromu Arakawa,Viz Media,741.5/952,PN6790.J33 A74 2007,Fullmetal Alchemist Volume 14,172,San Francisco,0,27.375,2007
1421502224,Makoto Inoue,Viz Media,nan,nan,Fullmetal alchemist,nan,San Francisco,0,45.75,2005
1421508397,Hiromu Arakawa,Viz Media,741.5/952,PN6790.J33 A74 2007,Fullmetal Alchemist Volume 12,175,San Francisco,0,27.375,2007
1593854463,Sharon Vaughn,The Guilford Press,nan,nan,Teaching Reading Comprehension to Students with Learning Difficulties (What Works for Special-Needs Learners),178,nan,0,0.0,2007
015601209X,Erin McKean,Harcourt,400,P107 .V47 2001,Verbatim,353,San Diego,0,0.0,2001
2258036429,Bill Watterson,Distribooks,nan,nan,Calvin Et Hobbes,63,nan,0,0,2002
8440685416,Bill Watterson,Ediciones B,nan,nan,Calvin y Hobbes,nan,nan,0,0.0,2000
059509208X,Richard A. Knaak,Backinprint.com,nan,nan,Children of the Drake (Dragonrealm),292,nan,0,0,2000
1400091055,Mary Pope Osborne,Imagination Studio,nan,nan,Magic Tree House #30,nan,nan,0,167.0,2004
067989070X,nan,Random House,nan,nan,Magic Tree House #24 Earthquake in the Early Morning,72,nan,0,0,2001
1423601742,Dennis Slifer,"Gibbs Smith, Publisher",nan,nan,Kokopelli,199,nan,0.0,24.428571428571427,2007
1416542264,Vince Flynn,Pocket Books,813/.54,PS3556.L94 A25 2007b,Act of treason,467,New York,20.0,63.6,2007
1585479004,Vince Flynn,Center Point Pub.,813/.54,PS3556.L94 A25 2007,Act of treason,462,"Thorndike, Me",20.0,68.0,2007
1595322353,Ju-yeon Rhim,TokyoPop,nan,nan,"President Dad, Vol. 2",192,nan,0,167.0,2005
1592402682,nan,Gotham,nan,nan,Game of Shadows,368,nan,0,0,2007
1932234225,Kōji Suzuki,Vertical,895.635,PL861.U92716 H6613 2006,Dark water,282,"New York, NY",0,100.75,2006
1587670135,Tom Piccirilli,Cemetery Dance Pubns,nan,nan,Cast in Dark Waters (Novella Number 11),nan,nan,0,0,2002
1572930500,Dave McCasland,Discovery House,269/.2/092,BR1725.C43 M33 1998,Oswald Chambers,336,"Grand Rapids, MI",25.0,68.33333333333333,1998
1598163175,Satosumi Takaguchi,Blu,nan,nan,Shout Out Loud! Vol. 2,194,nan,0,0,2006
1598163205,Satosumi Takaguchi,Blu,nan,nan,Shout Out Loud! Volume 5,192,nan,0,0,2007
1569708126,nan,Digital Manga Publishing,nan,nan,Can't Win With You Volume 1 (Yaoi),200,nan,0,0,2007
4048526456,Satosumi Takaguchi,Kadokawa Shoten,nan,nan,1 (Saken De Yaruze! [Asuka C DX]) (in Japanese),165,nan,0,0,nan
4048529293,Satosumi Takaguchi,Kadokawa Shoten,nan,nan,3 (Saken De Yaruze!) (in Japanese),173,nan,0,0,nan
4048527851,Satosumi Takaguchi,Kadokawa Shoten,nan,nan,2 (Saken De Yaruze!) (in Japanese),175,nan,0,0,nan
067429503X,Frederick C. Beiser,Harvard University Press,193,nan,The fate of reason,395,"Cambridge, Mass",0,21.25,1993
1585672173,Robert Irwin,Overlook Press,823/.914,PR6059.R96 A89 2002,The Arabian nightmare,281,"Woodstock, NY",1.0,81.0,2002
2742722807,Russell Banks,Actes Sud,nan,nan,Affliction,496,nan,0,0,2000
037572656X,Richard Ford,Vintage Books,nan,nan,A multitude of sins,288,New York,0,4.444444444444445,2003
014303541X,Jasper Fforde,Penguin (Non-Classics),nan,nan,Something Rotten (Thursday Next Novels),416,nan,25.0,22.333333333333332,2005
034073356X,Jasper Fforde,New English Library Ltd,nan,nan,The Eyre Affair (Thursday Next),384,nan,0,0,2001
1582294011,Tim Downs,Howard Fiction.,813/.6,PS3604.O954 C47 2004,Chop shop,338,"West Monroe, LA",5.0,57.42857142857143,2004
1582293082,Tim Downs,Howard Pub.,813/.6,PS3604.O954 S56 2003,Shoofly pie,371,"West Monroe, LA",0,80.28571428571429,2003
1595324844,CLAMP,Tokyopop,741.5/952,PN6790.J33 C58 2005,RG Veda.,190,Hamburg,1.0,26.294117647058822,2005
1892391201,James Tiptree,Tachyon Publications,813/.54,PS3570.I66 A6 2004,Her smoke rose up forever,508,"San Francisco, Calif",0,140.75,2004
3442545528,Alice Sebold,Goldmann,nan,nan,In meinem Himmel.,380,nan,0,0,2003
026261135X,Paul R. Krugman,MIT Press,338.9,nan,"Development, geography, and economic theory",117,"Cambridge, Mass",0,121.75,1997
1892062437,Commander X.,Global Communications,133.8,nan,Teleportation,139,"Brunswick, NJ",0,0.0,2001
074595054X,Thomas Cahill,Lion Hudson Plc,nan,nan,The Gifts of the Jews (Hinges of History),304,nan,0,0,2006
156478214X,Flann O'Brien,Dalkey Archive Press,823/.912,PR6029.N56 T48 1999,The third policeman,200,"Normal, IL",0,109.6,1999
849793167X,P. Kennedy,nan,nan,nan,Auge Y Caida De Las Grandes Potencias / The Rise and Fall of the Great Powers (Ensayo-Historia / Essay-History),1022,nan,0,0,nan
1570623139,Marion Woodman,Shambhala,nan,nan,Dancing in the Flames,256,nan,0,41.75,1997
1580931863,nan,Monacelli,nan,nan,Glass House,256,nan,1.3333333333333333,0.0,2007
081296618X,Karen Armstrong,Modern Library,297/.09,BP50 .A69 2002,Islam,230,New York,0.0,81.66666666666667,2002
097455930X,John Hersey,Leaders Publishing Group,nan,nan,Creating Contagious Leadership,127,nan,0,0.0,2003
006757520X,Rachel Carson,HarperCollins Publishers,508,QH51 .C35 1998,The sense of wonder,111,New York,0,55.666666666666664,1998
3598715439,Apollodorus.,K.G. SAUR VERLAG,nan,nan,"Mythographi Graeci, vol. I",335,nan,0,0,1998
1419188518,Hesiod,Kessinger Publishing,nan,nan,The Works And Days And Theogony,48,nan,1.0,21.125,2004
038542339X,Phillip Lopate,"Anchor Books, Doubleday",nan,PN6141 .A78 1995,The Art of the personal essay,777,New York,0,0.5,1995
075660592X,Phil Jimenez,DK Pub.,741.5/0973,PN6725 .D199 2004,The DC Comics encyclopedia,351,New York,35.0,0.0,2004
082542982X,J. Ed Komoszewski,Kregel Publications,239,BT1103 .K66 2006,Reinventing Jesus,nan,"Grand Rapids, MI",0,21.0,2006
1857151631,George Eliot,Everyman's Library,nan,nan,Daniel Deronda (Everyman's Library Classics),928,nan,59.0,6.666666666666667,2000
1593082908,George Eliot,Barnes & Noble Classics,nan,nan,Daniel Deronda (Barnes & Noble Classics),784,nan,59.0,6.666666666666667,2005
038549517X,Geoffrey Miller,Anchor,nan,nan,The Mating Mind,528,nan,0,70.0,2001
046500802X,David M. Buss,Basic Books,nan,nan,The Evolution of Desire,320,nan,0,100.75,2003
1416523715,Walt Whitman,Pocket,nan,nan,Leaves of Grass (Enriched Classics),624,nan,35.0,6.5,2006
078622469X,Tim F. LaHaye,Thorndike Press,813/.54,PS3562.A315 N53 2000,Nicolae,530,"Thorndike, Me",0,5.533333333333333,2000
1586481983,Muhammad Yunus,PublicAffairs,332.1/095492,HG3290.6.A6 Y86 2007,Banker to the poor,289,New York,0,54.22222222222222,2007
1591397642,Karen Berman,Harvard Business School Press,658.15/12,HG4028.B2 B42 2005,The art of the financial statements,nan,"Boston, Mass",0,0.5,2005
015603252X,עמוס עוז,Harvest / Harcourt,nan,nan,A Tale of Love and Darkness,560,"Orlando, FL, USA",0.375,62.77777777777778,2005
9650710744,עמוס עוז,Keter,nan,PJ5054.O9 Z467 2002,סיפור על אהבה וחושך,593,Yerushalayim,0.375,62.77777777777778,2002
1402200455,Jean-Benoît Nadeau,Sourcebooks,nan,DC34 .N33 2003,Sixty million Frenchmen can't be wrong,351,"Naperville, Ill",12.0,139.0,2003
083082619X,Peter G. Bolt,InterVarsity Press,nan,nan,The Cross From A Distance,213,nan,0,167.0,2005
8483103311,Carlos Milla Soler,Tusquets Editor,nan,nan,Hasta que te encuentre/Until I Find You,1024,nan,0,0,2006
1556525133,Michelle Lovric,Chicago Review Press,nan,nan,Women & Cats,66,nan,0,0,2003
1582346100,Alan Hollinghurst,Bloomsbury,823/.914,PR 6058.O4467L56 2004,The Line of Beauty,438,"New York, USA",20.0,19.62857142857143,2005
8496525031,Julia Glass,Puzzle-Roca,nan,nan,Secretos De Familia/ Family Secrets,528,nan,0,0,2006
1558749608,Janet Geringer Woititz,Health Communications,362.292/4,HV5132 .W63 2002,The complete ACOA sourcebook,415,"Deerfield Beach, FL",0,45.25,2002
1565482344,Augustine of Hippo,New City Press,nan,nan,On Christian belief,372,"Hyde Park, N.Y",0,0.0,2005
1556526180,Mary Stewart,Chicago Review Press,nan,nan,Nine Coaches Waiting,352,nan,0,167.0,2006
006074748X,Mary Stewart,HarperTorch,nan,nan,Airs Above the Ground,384,nan,0,0.0,2004
3570260968,Michael Ende,"Bertelsmann Verlag GmbH (Belletristik, Kinder- u. Jugendbuch) Sachbuch",nan,nan,Momo. ( Ab 10 J.).,nan,nan,0,2.2,2002
067080682X,Michael Ende,Viking,833/.914,PT2665.N27,Mirror in the mirror,223,Harmondsworth,0,0,1986
